Agent,Market,Difference,Strategy Wins (%)
0.7176526397582361,0.993391121114889,-0.2757384813566529,
0.8214559513875086,1.0878237742830703,-0.2663678228955617,
1.0090155567131367,1.0920019819021056,-0.08298642518896893,
0.9181373419917287,0.8636805105910635,0.05445683140066515,
0.9721903300698251,0.9964144058384884,-0.024224075768663256,
0.729272392284949,1.2838587408708524,-0.5545863485859034,
0.7862063778071378,0.9950094648081224,-0.2088030870009846,
0.5983287878679296,1.426207906295752,-0.8278791184278224,
0.7386600414769093,1.0120651133099285,-0.2734050718330192,
0.8361052880954336,1.1545294907550867,-0.3184242026596531,
0.7977465687467482,1.1386869691636663,-0.3409404004169181,
0.6922982783935219,0.9553635219269886,-0.2630652435334667,
0.8463207251807982,1.1084637268847788,-0.26214300170398064,
0.871730760564529,0.8605503334319596,0.011180427132569393,
0.9271457800201833,1.108085883965279,-0.18094010394509563,
0.7425448472110043,1.071908545936151,-0.3293636987251467,
0.7882746944921712,0.8845887085587456,-0.09631401406657436,
0.7340990449952678,0.9545742123244332,-0.2204751673291654,
0.6277433812700137,1.085280016321536,-0.4575366350515222,
0.7493549248458373,1.1375344771165437,-0.38817955227070633,
0.8628196098132912,1.2661489761598574,-0.40332936634656624,
0.7200996515079462,1.112810480763531,-0.39271082925558487,
1.4376103082002103,1.329987772569799,0.10762253563041124,
0.7369574516253152,1.0648761502177995,-0.32791869859248424,
0.7788096853823148,1.2233022125591502,-0.4444925271768354,
0.7975553466473237,1.14311111111111,-0.34555576446378633,
0.7709634186093223,0.9664431172899939,-0.1954796986806716,
0.9911208459345208,1.5087108013937276,-0.5175899554592068,
0.8464110978202343,1.1830081812460678,-0.3365970834258335,
0.6321436867501976,0.8056216736647863,-0.1734779869145887,
0.6304902158143371,1.1182028133529291,-0.4877125975385921,
0.9195392320420286,1.192397902869756,-0.2728586708277274,
0.8789026526327827,1.1940053216465794,-0.3151026690137967,
0.8542316045651613,1.0075367927891232,-0.15330518822396189,
0.8626303004081455,1.3502142919618645,-0.487583991553719,
0.7549263199163943,0.8968233387358167,-0.1418970188194224,
0.7557120486838126,1.1358542219180408,-0.38014217323422816,
0.7378005075543934,1.2266794889407877,-0.4888789813863943,
